,ACQ_BOOKEDDATE,ACQ_BEDVALUE_Mean,Customers_count,LIFETIME_BEDVALUE_mean,ACQ_BEDVALUE/Domestic/DESKTOP/1-2 Nights/,ACQ_BEDVALUE/Domestic/DESKTOP/3-4 Nights/,ACQ_BEDVALUE/Domestic/DESKTOP/5-6 Nights/,ACQ_BEDVALUE/Domestic/DESKTOP/7+ Nights/,ACQ_BEDVALUE/Domestic/MOBILE/1-2 Nights/,ACQ_BEDVALUE/Domestic/MOBILE/3-4 Nights/,ACQ_BEDVALUE/Domestic/MOBILE/5-6 Nights/,ACQ_BEDVALUE/Domestic/MOBILE/7+ Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/1-2 Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/3-4 Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/5-6 Nights/,ACQ_BEDVALUE/Long Haul/DESKTOP/7+ Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/1-2 Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/3-4 Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/5-6 Nights/,ACQ_BEDVALUE/Long Haul/MOBILE/7+ Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/1-2 Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/3-4 Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/5-6 Nights/,ACQ_BEDVALUE/Short Haul/DESKTOP/7+ Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/1-2 Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/3-4 Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/5-6 Nights/,ACQ_BEDVALUE/Short Haul/MOBILE/7+ Nights/,CUSTOMER_ID/Domestic/DESKTOP/1-2 Nights/,CUSTOMER_ID/Domestic/DESKTOP/3-4 Nights/,CUSTOMER_ID/Domestic/DESKTOP/5-6 Nights/,CUSTOMER_ID/Domestic/DESKTOP/7+ Nights/,CUSTOMER_ID/Domestic/MOBILE/1-2 Nights/,CUSTOMER_ID/Domestic/MOBILE/3-4 Nights/,CUSTOMER_ID/Domestic/MOBILE/5-6 Nights/,CUSTOMER_ID/Domestic/MOBILE/7+ Nights/,CUSTOMER_ID/Long Haul/DESKTOP/1-2 Nights/,CUSTOMER_ID/Long Haul/DESKTOP/3-4 Nights/,CUSTOMER_ID/Long Haul/DESKTOP/5-6 Nights/,CUSTOMER_ID/Long Haul/DESKTOP/7+ Nights/,CUSTOMER_ID/Long Haul/MOBILE/1-2 Nights/,CUSTOMER_ID/Long Haul/MOBILE/3-4 Nights/,CUSTOMER_ID/Long Haul/MOBILE/5-6 Nights/,CUSTOMER_ID/Long Haul/MOBILE/7+ Nights/,CUSTOMER_ID/Short Haul/DESKTOP/1-2 Nights/,CUSTOMER_ID/Short Haul/DESKTOP/3-4 Nights/,CUSTOMER_ID/Short Haul/DESKTOP/5-6 Nights/,CUSTOMER_ID/Short Haul/DESKTOP/7+ Nights/,CUSTOMER_ID/Short Haul/MOBILE/1-2 Nights/,CUSTOMER_ID/Short Haul/MOBILE/3-4 Nights/,CUSTOMER_ID/Short Haul/MOBILE/5-6 Nights/,CUSTOMER_ID/Short Haul/MOBILE/7+ Nights/
30,2018-10-04,536.6751,1174,8486.9526,0.5055,1.5384,4.0198,5.9375,0.4697,1.1428,2.4782,2.5299,0.7077,1.3907,2.8125,1.1254,0.5586,1.2456,3.6208,2.8966,0.671,1.8496,2.4295,3.9445,0.5579,1.3876,2.6294,1.4609,0.075,0.0204,0.0043,0.0051,0.1167,0.0349,0.0077,0.0043,0.1201,0.0596,0.0162,0.0085,0.0468,0.0145,0.0026,0.0043,0.1823,0.086,0.0153,0.0043,0.1371,0.0247,0.0085,0.0009
31,2018-10-05,529.3456,1166,7120.188,0.6382,1.5515,1.2747,1.8017,0.4309,1.0376,0.879,1.9381,0.6467,1.6084,1.7737,2.5579,0.4326,1.8871,1.3419,2.7135,0.7465,1.5227,2.8976,3.2121,0.5847,1.5876,2.0621,2.7507,0.0943,0.0274,0.0051,0.0051,0.1106,0.03,0.0051,0.0034,0.1184,0.066,0.018,0.0094,0.0309,0.0163,0.0009,0.0026,0.1955,0.0806,0.0214,0.0111,0.1081,0.0292,0.006,0.0043
32,2018-10-06,542.9194,1229,8667.7385,0.6233,1.5677,2.3921,2.8743,0.5296,0.968,1.6501,3.446,0.8353,1.6538,1.8671,3.4746,0.5244,1.3429,2.0192,0.8441,0.6202,1.704,1.4329,2.7543,0.5295,1.2872,2.4093,1.7569,0.0968,0.0203,0.0073,0.0065,0.1041,0.0228,0.0049,0.0024,0.1188,0.0578,0.026,0.013,0.0431,0.0163,0.0049,0.0016,0.1871,0.0846,0.009,0.0106,0.1164,0.0334,0.0081,0.0041
33,2018-10-07,561.6995,1283,8185.9776,0.4448,1.2478,1.8842,2.2912,0.498,1.1791,2.1637,0.496,0.7147,1.558,1.7253,3.2585,0.7262,1.3539,1.3353,2.0525,0.7133,1.8978,1.8471,5.2676,0.5686,1.3212,1.9252,1.6256,0.0998,0.0343,0.0039,0.0047,0.1099,0.0249,0.0047,0.0031,0.106,0.0663,0.0094,0.0133,0.0327,0.0133,0.0039,0.0016,0.1886,0.074,0.021,0.0086,0.1177,0.0436,0.0094,0.0055
34,2018-10-08,512.5786,1209,8619.2575,0.6213,0.8537,0.8633,2.9826,0.428,1.136,1.8706,3.371,0.6217,1.8881,1.2576,2.1133,0.7152,1.1876,2.5808,2.1827,0.8138,1.5267,2.2647,2.1938,0.6845,1.4735,2.5372,8.1048,0.0951,0.0323,0.005,0.0041,0.1257,0.0339,0.0066,0.0008,0.0893,0.0587,0.0149,0.0091,0.0323,0.0108,0.0058,0.0033,0.1944,0.0852,0.0091,0.0149,0.1158,0.0438,0.0058,0.0033
35,2018-10-09,513.2157,1180,8745.8091,0.5677,1.354,2.2494,4.2425,0.4843,0.9493,1.7852,1.5971,0.7352,1.8045,1.7102,2.0908,0.6357,1.5574,2.6047,4.4198,0.6417,1.757,2.7265,3.585,0.6205,1.4286,2.3174,2.3117,0.1119,0.0305,0.0068,0.0017,0.1466,0.0322,0.0068,0.0068,0.0958,0.0517,0.0127,0.0093,0.0322,0.0195,0.0059,0.0042,0.1483,0.061,0.0161,0.0119,0.1331,0.0458,0.0068,0.0025
36,2018-10-10,506.1714,1031,7654.2226,0.6355,0.9393,1.6199,1.9262,0.5239,0.9109,3.1623,1.0729,0.6934,1.4173,3.1043,2.4885,0.7407,0.9066,0.6017,2.9082,0.7714,1.759,2.7279,2.898,0.6392,1.6263,2.1525,0.682,0.0805,0.0242,0.0068,0.0039,0.1756,0.033,0.0078,0.0019,0.0931,0.0563,0.0145,0.0136,0.0436,0.0136,0.001,0.0029,0.1629,0.0747,0.0136,0.0136,0.1174,0.0359,0.0058,0.0039
37,2018-10-11,519.3174,1298,8430.1328,0.6284,1.2386,2.583,5.6869,0.4538,1.0856,0.4538,2.8419,0.7258,1.3976,1.9055,3.0206,0.5561,1.3946,1.1412,6.9964,0.7359,1.6088,2.0809,2.955,0.6743,1.4873,2.0331,2.8928,0.0824,0.0216,0.0015,0.0069,0.121,0.0347,0.0031,0.0031,0.1102,0.0647,0.0116,0.01,0.0354,0.0262,0.0031,0.0015,0.1972,0.0732,0.0154,0.0085,0.1186,0.0408,0.0062,0.0031
38,2018-10-12,535.6153,1425,8613.8326,0.6145,0.8547,1.5832,2.007,0.4656,1.0347,1.8086,1.5186,0.6425,1.4601,2.1329,2.2511,0.5679,1.4086,1.0807,3.865,0.7813,1.7309,1.6165,1.7852,0.6516,1.7162,1.1342,4.3092,0.0842,0.0246,0.0063,0.0063,0.1151,0.0344,0.0119,0.007,0.1116,0.0639,0.0161,0.0147,0.0232,0.014,0.0014,0.0049,0.1916,0.0709,0.0133,0.0133,0.1123,0.0449,0.0098,0.0042
39,2018-10-13,533.8826,1320,8926.5297,0.5522,1.0201,3.1472,3.8103,0.4813,0.6423,1.5266,1.7297,0.6824,1.6395,2.6821,2.7441,0.5311,2.0824,0.8964,1.2078,0.6323,1.5762,2.3429,2.9187,0.7447,1.3531,4.2221,2.5926,0.0932,0.0288,0.0091,0.0023,0.1295,0.0303,0.0053,0.0038,0.1023,0.0591,0.0152,0.0136,0.0326,0.0144,0.0023,0.003,0.1788,0.0811,0.0212,0.0091,0.1174,0.0386,0.0045,0.0045
40,2018-10-14,535.5329,1329,8601.7692,0.5273,1.1026,3.3488,5.2847,0.522,1.2271,2.3029,0.7575,0.6401,1.124,2.091,4.2463,0.6358,2.3764,1.647,3.5436,0.7423,1.5474,2.8072,2.9436,0.6723,1.2829,1.4274,1.344,0.1023,0.0241,0.0045,0.003,0.1324,0.0241,0.0068,0.0015,0.1091,0.064,0.0188,0.012,0.0286,0.015,0.0045,0.0008,0.1746,0.079,0.015,0.0135,0.1166,0.0414,0.003,0.0053
41,2018-10-15,546.6854,1315,8906.4734,0.5818,1.3146,10.1676,3.5757,0.5113,1.0039,1.0864,3.1148,0.5901,1.4151,2.4726,2.0979,0.4378,1.7051,2.0919,0.9517,0.7556,1.5655,2.2567,2.7112,0.6476,1.4784,2.9923,3.0642,0.092,0.0289,0.0023,0.0061,0.146,0.0357,0.0068,0.0046,0.108,0.0555,0.0144,0.0091,0.0259,0.0152,0.0053,0.0038,0.1665,0.0798,0.0175,0.0152,0.1209,0.0319,0.0068,0.0015
42,2018-10-16,500.7715,1165,7932.6813,0.6208,1.3181,2.1429,3.8471,0.5371,0.9115,1.8274,2.4914,0.7773,1.319,1.9703,2.6069,0.6559,2.1588,0.9792,2.4071,0.8394,1.713,3.6005,2.6007,0.6481,1.7832,1.7662,1.7018,0.1116,0.0283,0.0094,0.0034,0.1519,0.0275,0.0112,0.0034,0.1064,0.0438,0.0103,0.0077,0.0326,0.0129,0.0017,0.0052,0.1605,0.0661,0.0129,0.0069,0.1442,0.0326,0.0052,0.0043
43,2018-10-17,518.1022,1063,8917.1632,0.5874,1.2097,1.4548,0.8458,0.4844,0.9452,1.102,2.9422,0.8411,1.4838,1.1581,3.4416,0.5265,1.0426,0.5104,3.5303,0.6275,1.9119,3.6408,3.3521,0.5969,1.7639,1.6409,1.8145,0.08,0.0273,0.0075,0.0038,0.1618,0.0405,0.0075,0.0038,0.0988,0.0386,0.0066,0.0132,0.0357,0.0198,0.0028,0.0066,0.1543,0.0677,0.0188,0.0085,0.1345,0.0489,0.0066,0.0066
44,2018-10-18,545.8774,1141,7688.104,0.4825,1.9948,0.9535,4.5744,0.4442,0.7999,1.8314,1.4504,0.8346,1.7831,2.1646,2.7666,0.5741,1.44,3.3921,2.1841,0.7128,1.7215,2.8581,3.3498,0.7318,1.1728,1.8759,1.8327,0.0806,0.0219,0.0053,0.0044,0.1534,0.0368,0.0053,0.0026,0.1034,0.0587,0.0131,0.0079,0.0368,0.014,0.0035,0.0044,0.1674,0.078,0.0167,0.0053,0.1358,0.0351,0.0053,0.0044
45,2018-10-19,541.0517,1405,8439.7533,0.5447,1.2104,1.3817,1.5415,0.5338,1.0503,0.5497,3.1892,0.575,1.4714,2.1133,3.4202,0.4187,1.742,3.2459,3.4483,0.7115,1.6309,2.2264,2.3037,0.6898,1.4258,1.4241,1.6882,0.0904,0.0242,0.0078,0.0028,0.1174,0.0306,0.0043,0.0021,0.0968,0.0669,0.0114,0.0149,0.0263,0.0128,0.0036,0.0057,0.1765,0.0883,0.0171,0.0128,0.1302,0.0491,0.0064,0.0014
46,2018-10-20,550.3005,1342,8039.7319,0.5699,1.1698,2.9216,3.7527,0.4279,0.9003,1.6668,2.9644,0.6833,1.556,1.3997,2.8097,0.6902,1.6731,1.4582,3.6544,0.699,2.1186,1.7604,2.4388,0.5697,1.4335,1.1959,2.6375,0.0894,0.0283,0.0052,0.0022,0.1356,0.0291,0.0007,0.0045,0.1237,0.0566,0.0112,0.0156,0.0276,0.0179,0.0022,0.003,0.1677,0.0879,0.0179,0.0127,0.117,0.0328,0.0075,0.0037
47,2018-10-21,505.0849,1349,8319.9621,0.6431,1.3103,1.8095,2.3014,0.4753,1.0993,1.8389,2.9958,0.5328,1.4796,2.1323,4.9251,0.6539,1.5831,1.2522,4.2138,0.7404,1.9459,1.6393,1.2843,0.6406,1.5405,2.6044,0.9661,0.0979,0.0363,0.0096,0.0037,0.1305,0.0326,0.0059,0.0052,0.1097,0.06,0.017,0.0089,0.0341,0.0193,0.0022,0.0052,0.1875,0.0675,0.0133,0.0044,0.1067,0.0371,0.0037,0.0015
48,2018-10-22,534.2593,1241,7881.1988,0.5711,1.3312,2.6797,8.6938,0.4086,1.2204,0.6961,1.3242,0.5945,1.7098,2.4215,2.8014,0.6216,1.079,0.7168,2.6617,0.8488,1.9099,1.6763,2.7628,0.6079,1.3859,1.8038,3.5167,0.1104,0.0234,0.0064,0.0024,0.1394,0.029,0.0024,0.0032,0.0806,0.0508,0.0193,0.0105,0.0355,0.0153,0.004,0.0024,0.1829,0.0749,0.0218,0.0089,0.1386,0.0266,0.0056,0.0056
49,2018-10-23,478.5738,1189,6796.7057,0.7312,0.9308,0.5365,2.4043,0.5255,1.1133,1.3015,2.2149,0.798,1.5646,1.9548,4.2984,0.7116,1.5392,0.689,3.0942,0.7307,1.6802,2.1151,2.9442,0.6777,1.3392,2.8918,2.0267,0.1203,0.0269,0.0034,0.0076,0.1438,0.0387,0.0118,0.0025,0.0648,0.0547,0.0126,0.005,0.0278,0.016,0.005,0.0042,0.1421,0.074,0.0151,0.0076,0.1581,0.0437,0.0067,0.0076
50,2018-10-24,493.1082,1045,7298.3164,0.5404,1.4362,2.9569,4.1173,0.5674,1.2392,1.0605,2.5053,0.7746,1.4686,2.2385,4.2368,0.6653,2.5351,1.8747,0.0,0.6009,1.3838,2.7446,2.0537,0.7221,1.5987,2.0048,1.8671,0.0938,0.022,0.0038,0.0019,0.156,0.0421,0.0057,0.0048,0.088,0.0498,0.0124,0.0096,0.0354,0.0144,0.0029,0.0,0.1359,0.0756,0.0201,0.0086,0.1675,0.0354,0.0096,0.0048
51,2018-10-25,579.4612,1181,8325.5731,0.6003,1.1682,1.4818,1.1522,0.4223,1.072,1.4868,1.5905,0.6517,1.3979,1.8409,3.9165,0.5987,1.9882,3.8012,1.4304,0.8271,2.0024,1.7623,2.656,0.6269,1.3974,2.6468,5.8808,0.0703,0.0296,0.0042,0.0059,0.149,0.0423,0.0051,0.0068,0.1016,0.044,0.0237,0.0093,0.0432,0.011,0.0034,0.0051,0.1753,0.0627,0.0119,0.0076,0.1346,0.039,0.0085,0.0059
52,2018-10-26,498.0879,1329,8105.3647,0.4997,1.3133,2.4165,2.5265,0.5112,0.9184,1.1743,2.0018,0.6566,1.201,2.7597,3.9368,0.6576,1.2994,5.6244,2.7804,0.683,1.9548,2.5145,1.6334,0.6035,1.6772,1.3581,2.2558,0.073,0.0339,0.0038,0.003,0.1332,0.0316,0.0068,0.003,0.1053,0.0482,0.0158,0.0113,0.0436,0.015,0.0038,0.003,0.1768,0.0858,0.0166,0.0075,0.1339,0.0331,0.0083,0.0038
53,2018-10-27,552.4918,1251,8286.9543,0.5829,1.1464,2.4164,1.0243,0.3843,0.8764,3.2277,4.3908,0.8321,1.5601,3.1772,3.3373,0.461,3.1244,1.2874,1.363,0.6618,1.4945,2.436,3.1946,0.5352,1.2624,3.2153,4.1865,0.0863,0.0296,0.004,0.0008,0.1295,0.0328,0.0032,0.0024,0.1071,0.0647,0.0128,0.0064,0.032,0.012,0.0048,0.004,0.1735,0.0807,0.0176,0.0112,0.1279,0.0416,0.0088,0.0064
54,2018-10-28,549.3736,1278,8044.635,0.6677,1.5185,1.7933,2.3766,0.4016,1.0222,0.5623,3.1394,0.5482,1.3092,2.3264,2.3834,0.7763,1.634,1.9253,4.1269,0.5941,1.8794,2.7387,5.3268,0.5593,1.2536,0.8657,2.6408,0.1017,0.0227,0.0063,0.0078,0.1354,0.0321,0.0063,0.0031,0.1041,0.0501,0.0196,0.0102,0.029,0.0141,0.007,0.0078,0.1659,0.0689,0.0188,0.0125,0.1307,0.0344,0.0055,0.0063
55,2018-10-29,528.109,1251,7913.7947,0.5539,0.7886,2.6533,1.0888,0.4163,1.1549,1.594,2.508,0.7282,1.5863,2.3669,2.9211,0.6788,1.669,5.532,2.1343,0.7097,1.4835,2.5306,3.5116,0.5783,1.6004,1.6468,1.8332,0.0959,0.0248,0.0064,0.0088,0.1287,0.0392,0.0056,0.0016,0.0895,0.0568,0.0096,0.02,0.0232,0.0136,0.0032,0.0056,0.1783,0.0935,0.0128,0.0112,0.1255,0.0344,0.0096,0.0024
56,2018-10-30,505.1466,1082,7589.0877,0.7295,1.5498,3.2581,3.2904,0.5677,0.5271,2.285,2.3885,0.6852,1.8285,1.5705,2.8903,0.4714,1.8007,4.2085,4.7157,0.5995,1.4846,2.106,2.4978,0.5148,1.3684,2.3697,3.818,0.1017,0.0277,0.0083,0.0065,0.1728,0.0407,0.0074,0.0046,0.0878,0.0564,0.0092,0.0092,0.025,0.0185,0.0037,0.0037,0.1349,0.0739,0.0176,0.0092,0.1285,0.0425,0.0065,0.0037
57,2018-10-31,527.4064,1003,8409.911,0.5467,1.0675,2.0105,1.7136,0.4628,1.3816,3.2343,3.5424,0.743,1.5536,2.5197,2.1943,0.6081,1.2603,1.8639,2.0483,0.6382,1.675,2.2673,3.627,0.5581,1.0698,2.4336,3.684,0.0738,0.0339,0.009,0.004,0.1685,0.0429,0.008,0.006,0.0837,0.0439,0.014,0.009,0.0389,0.016,0.004,0.006,0.1515,0.0698,0.0219,0.013,0.1216,0.0499,0.005,0.006
58,2018-11-01,575.8075,1113,7986.1183,0.4025,1.1901,1.9184,2.6898,0.3975,0.833,1.7576,0.8981,0.633,1.5346,3.0102,2.8497,0.7831,1.3257,1.7434,2.8087,0.6042,2.2118,2.6226,1.8619,0.5107,1.5835,3.4327,4.5385,0.0764,0.0261,0.0045,0.0036,0.1465,0.0386,0.0072,0.0018,0.0872,0.0575,0.018,0.0135,0.0332,0.0099,0.0036,0.0054,0.1743,0.0746,0.0198,0.009,0.1402,0.0368,0.0063,0.0063
59,2018-11-02,535.4063,1261,8205.9662,0.5373,0.9926,1.3681,1.492,0.4792,1.4103,3.0952,2.073,0.6916,1.3569,2.5423,3.3327,0.6464,1.7125,2.8207,4.5442,0.6603,1.5575,2.5183,3.825,0.6949,1.1214,3.5746,2.7377,0.0864,0.0214,0.0079,0.004,0.134,0.019,0.0032,0.0024,0.1031,0.0492,0.0127,0.0135,0.0206,0.0159,0.0048,0.0024,0.1927,0.0761,0.019,0.0127,0.1427,0.0444,0.0071,0.0048
60,2018-11-03,530.7042,1295,7893.0498,0.575,1.9857,1.1039,3.1969,0.4747,0.8697,1.7871,1.7559,0.6707,1.5909,1.7317,3.0459,0.4288,0.8454,7.4882,4.0596,0.6248,1.5853,2.3926,1.8831,0.6194,1.4247,2.3075,2.4742,0.0857,0.0317,0.0031,0.0023,0.1243,0.0309,0.0093,0.0046,0.1004,0.061,0.0124,0.0124,0.0208,0.0154,0.0015,0.0054,0.1737,0.078,0.0239,0.0116,0.1367,0.0402,0.0116,0.0031
61,2018-11-04,545.7665,1287,7964.5682,0.541,1.0194,1.1101,1.8164,0.472,1.0757,1.6069,2.2539,0.6074,1.2775,4.3391,3.6086,0.6688,1.0872,4.2958,3.4089,0.6954,1.5695,2.9499,2.1797,0.6977,1.7415,2.3626,2.4434,0.1026,0.0256,0.0054,0.0047,0.1181,0.028,0.0085,0.0054,0.1057,0.0622,0.0093,0.007,0.0319,0.0155,0.0023,0.0054,0.1601,0.0777,0.0155,0.0109,0.1368,0.0451,0.007,0.0093
62,2018-11-05,570.2105,1283,8130.4723,0.5742,1.2232,1.2377,2.3135,0.4087,0.9032,1.6095,2.9951,0.5968,1.3915,1.3154,2.714,0.7143,1.1967,1.5477,3.1781,0.8132,1.5822,3.9342,1.6939,0.5881,2.0516,2.2167,1.6357,0.0896,0.0335,0.0062,0.0039,0.1302,0.0296,0.0047,0.0008,0.099,0.0452,0.0117,0.0117,0.0296,0.0125,0.0031,0.0047,0.1723,0.0717,0.0226,0.0062,0.1434,0.0561,0.0078,0.0039
63,2018-11-06,502.913,1165,8220.5517,0.6006,1.2438,2.9611,1.6683,0.5552,1.1481,1.4404,1.0314,0.5644,1.9622,2.127,2.6776,0.6372,1.9246,2.3345,3.7914,0.6295,1.4675,2.3336,2.138,0.8055,1.465,3.7533,1.4562,0.1039,0.0275,0.006,0.0043,0.1442,0.0386,0.0052,0.006,0.079,0.0481,0.0112,0.0146,0.0378,0.0155,0.0017,0.0034,0.1545,0.0773,0.012,0.0112,0.1468,0.0403,0.0052,0.006
64,2018-11-07,526.4329,1055,7354.1543,0.6219,1.3615,2.0957,5.4232,0.4684,1.5139,1.6559,1.8146,0.7529,1.3308,2.76,4.8256,0.6195,1.4679,4.3827,2.0414,0.6846,1.5967,2.1687,2.0183,0.5986,1.4888,1.2211,1.9464,0.091,0.0218,0.0057,0.0038,0.1555,0.0408,0.0047,0.0047,0.0796,0.0483,0.0142,0.0114,0.0246,0.0095,0.0047,0.0057,0.1668,0.0645,0.0133,0.0133,0.163,0.0389,0.0076,0.0066
65,2018-11-08,572.9408,1080,8366.1967,0.5302,1.3906,2.3401,1.7109,0.3974,1.275,1.6865,4.7186,0.6519,1.5618,2.4551,3.0146,0.6504,1.7251,1.5596,4.404,0.7238,1.607,1.8001,1.1567,0.5943,1.9242,1.5438,2.7659,0.0806,0.0287,0.0037,0.0056,0.1315,0.0296,0.0093,0.0083,0.1019,0.0556,0.0176,0.0065,0.0287,0.0213,0.0065,0.0009,0.1565,0.0824,0.0111,0.0111,0.1509,0.0389,0.0083,0.0046
66,2018-11-09,529.8194,1227,8263.5002,0.5621,1.3428,1.3056,1.2779,0.4011,1.125,1.4325,1.2871,0.6561,2.0926,1.5128,3.5603,0.6762,1.035,4.0006,2.9472,0.712,1.7611,1.4523,2.6944,0.6405,2.0404,3.0029,1.7651,0.0896,0.0269,0.0073,0.0033,0.1239,0.0187,0.0065,0.0041,0.0986,0.0595,0.013,0.013,0.0367,0.0106,0.0016,0.0049,0.1948,0.0815,0.009,0.0073,0.1434,0.0359,0.0041,0.0057
67,2018-11-10,529.2436,1254,6903.0722,0.6617,0.7067,1.8973,1.667,0.4857,1.0941,1.7373,3.1123,0.6687,1.6357,2.3079,2.7645,0.6669,1.2154,2.5245,4.2592,0.6966,1.449,3.3202,1.9188,0.6568,1.808,1.0516,2.7279,0.0989,0.0231,0.008,0.004,0.1268,0.0327,0.0048,0.0032,0.0869,0.0439,0.0167,0.0128,0.0383,0.0175,0.0024,0.0048,0.1659,0.067,0.0215,0.0128,0.1563,0.0415,0.0064,0.004
68,2018-11-11,549.6298,1305,8001.7188,0.4933,1.0377,0.6286,1.6409,0.4407,1.2979,1.5619,1.1696,0.6659,1.2672,2.991,2.2294,0.5178,2.0722,1.1786,3.3313,0.8603,2.0102,2.1391,2.8863,0.6097,1.1559,1.6661,1.7225,0.092,0.0222,0.0061,0.0015,0.1425,0.0284,0.0061,0.0054,0.0989,0.0536,0.0138,0.0169,0.0222,0.0184,0.0061,0.0054,0.151,0.0766,0.0184,0.0161,0.1502,0.0383,0.0054,0.0046
69,2018-11-12,527.5738,1146,7297.9268,0.5968,1.6467,2.8301,1.8264,0.5444,1.119,1.3127,5.2358,0.6808,1.4212,2.6627,2.6203,0.8104,1.975,0.6982,0.0,0.6537,1.4663,2.4495,2.6875,0.6734,1.8113,2.5912,2.238,0.0977,0.0454,0.0061,0.0044,0.1396,0.0366,0.007,0.0017,0.0855,0.0462,0.0122,0.0113,0.034,0.0105,0.0044,0.0,0.1667,0.0602,0.0192,0.0087,0.151,0.0419,0.0061,0.0035
70,2018-11-13,522.672,1092,7436.921,0.6,1.4131,1.4059,1.7416,0.463,0.9231,1.4442,1.9174,0.6231,2.1103,1.4814,3.3162,0.4118,1.8214,0.6745,0.0,0.6622,2.0047,1.7042,2.7265,0.7405,1.3977,1.8607,6.5158,0.098,0.0339,0.0082,0.0064,0.163,0.0421,0.0073,0.0046,0.0797,0.0449,0.0137,0.0147,0.0311,0.0128,0.0018,0.0,0.1529,0.0623,0.0183,0.0137,0.1456,0.0366,0.0046,0.0037
71,2018-11-14,536.0439,986,7027.0301,0.4688,1.9011,2.4288,1.8448,0.4735,1.0343,1.7747,3.1058,0.5747,1.3366,2.7229,6.0206,0.7984,1.797,0.4539,0.9358,0.5786,1.8189,2.0135,2.633,0.6285,1.955,1.4785,2.9178,0.074,0.0223,0.003,0.003,0.1623,0.0284,0.0071,0.0081,0.0994,0.0436,0.0142,0.0112,0.0456,0.0142,0.003,0.001,0.141,0.0527,0.0152,0.0132,0.1744,0.0426,0.0101,0.0101
72,2018-11-15,493.6755,1097,7341.0401,0.7214,2.0881,1.2594,2.166,0.4957,1.0313,2.2256,1.0604,0.7332,1.3713,2.4078,2.6852,0.5598,1.8234,0.7445,2.5794,0.7856,1.7338,1.6154,2.135,0.7496,1.3402,2.261,1.2245,0.0857,0.0191,0.0046,0.0036,0.1468,0.041,0.0055,0.0018,0.0902,0.0583,0.0164,0.0119,0.0392,0.0173,0.0018,0.0036,0.1477,0.0684,0.0173,0.0073,0.1632,0.0383,0.0082,0.0027
73,2018-11-16,496.657,1248,7379.2759,0.6779,1.338,1.7584,3.0075,0.4764,1.1241,1.5597,1.5018,0.7408,1.4745,3.2994,3.4769,0.5697,2.1732,3.5605,2.622,0.69,1.5407,2.581,2.1279,0.6157,1.548,2.2463,3.0212,0.0809,0.0272,0.0096,0.0024,0.1474,0.0312,0.008,0.0032,0.0954,0.0537,0.012,0.0088,0.0256,0.0104,0.0048,0.0032,0.1619,0.0633,0.0176,0.0176,0.1707,0.0345,0.004,0.0064
74,2018-11-17,510.1276,1140,7574.9799,0.6366,0.9796,1.9387,1.85,0.5372,1.4908,0.7416,1.7285,0.6525,1.4382,2.2476,2.5682,0.4658,1.6465,2.115,2.5174,0.7485,1.6116,3.6398,1.7976,0.5803,1.2554,2.63,2.4771,0.093,0.0307,0.0061,0.0044,0.1439,0.0456,0.0035,0.0079,0.0921,0.0632,0.0132,0.0061,0.0254,0.0158,0.0035,0.0044,0.1596,0.0746,0.0158,0.0061,0.1298,0.0368,0.0079,0.0105
75,2018-11-18,532.9887,1169,7522.6797,0.6265,1.296,1.582,4.9967,0.4164,1.494,1.745,2.5606,0.5546,1.3885,1.7005,2.12,0.7167,1.2295,1.9995,5.3069,0.7229,1.5082,2.8081,2.5888,0.6569,1.3656,2.6486,3.3664,0.0873,0.0317,0.0017,0.0051,0.1369,0.0402,0.0077,0.0051,0.1018,0.065,0.0137,0.0103,0.0274,0.0145,0.0051,0.0034,0.142,0.0624,0.0128,0.0094,0.1506,0.0479,0.0103,0.0077
76,2018-11-19,479.7526,1086,7322.7989,0.6801,1.8437,1.5601,1.7307,0.6145,1.0716,0.9965,1.5689,0.7762,1.7912,4.0822,3.3851,0.6932,1.2181,1.4637,0.0,0.6336,1.7668,2.4296,0.9973,0.646,1.8877,0.5412,7.135,0.1068,0.0239,0.0037,0.0037,0.1418,0.0313,0.0037,0.0037,0.0884,0.0359,0.0129,0.0138,0.0368,0.0175,0.0055,0.0,0.1786,0.0626,0.0064,0.0064,0.1722,0.0359,0.0046,0.0037
